"occurrence_no","record_type","reid_no","flags","collection_no","identified_name","identified_rank","identified_no","difference","accepted_name","accepted_attr","accepted_rank","accepted_no","early_interval","late_interval","max_ma","min_ma","ref_author","ref_pubyr","reference_no","phylum","class","order","family","genus","plant_organ","plant_organ2","abund_value","abund_unit","lng","lat","occurrence_comments","collection_name","collection_subset","collection_aka","cc","state","county","latlng_basis","latlng_precision","geogscale","geogcomments","paleomodel","paleolng","paleolat","geoplate","cc","protected","formation","stratgroup","member","stratscale","zone","localsection","localbed","localbedunit","localorder","regionalsection","regionalbed","regionalbedunit","regionalorder","stratcomments","lithdescript","lithology1","lithadj1","lithification1","minor_lithology1","fossilsfrom1","lithology2","lithadj2","lithification2","minor_lithology2","fossilsfrom2","environment","tectonic_setting","geology_comments","assembl_comps","articulated_parts","associated_parts","common_body_parts","rare_body_parts","feed_pred_traces","artifacts","component_comments","pres_mode","preservation_quality","spatial_resolution","temporal_resolution","lagerstatten","concentration","orientation","abund_in_sediment","sorting","fragmentation","bioerosion","encrustation","preservation_comments","collection_type","collection_methods","museum","collection_coverage","collection_size","rock_censused","collectors","collection_dates","collection_comments","taxonomy_comments","taxon_environment","environment_basis","motility","life_habit","vision","diet","reproduction","ontogeny","ecospace_comments","composition","architecture","thickness","reinforcement","genus","formation","stratgroup","member","time_bins","time_contain","time_major","time_buffer","time_overlap","primary_reference","created","modified"
"185634","occ","","","18214","Epicyon saevus","species","46210","","Epicyon saevus","","species","44881","Clarendonian","","13.6","10.3","Wang et al.","1999","3558","Chordata","Mammalia","Carnivora","Canidae","Epicyon","","","","","-100.800003","42.799999","","Hans Johnson Quarry","","","US","Nebraska","Cherry","based on political unit","1","small collection","","gp_mid","-95.57","45.50","101","US","","Ash Hollow","","Merritt Dam","","","ValAH","6","","bottom to top","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","some genera","","","","","","167 F:AM specimens: Skinner and Johnson 1984","terrestrial","","actively mobile","ground dwelling","","carnivore, omnivore","viviparous","","","phosphatic","","","","Epicyon","Ash Hollow","","Merritt Dam","Serravallian","-","Serravallian","Serravallian","Serravallian","X. Wang, R. H. Tedford, and B. E. Taylor. 1999. Phylogenetic systematics of the Borophaginae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 243:1-392","2002-05-15 00:00:00","2002-05-15 02:00:00"
"185635","occ","","","18214","Epicyon haydeni","species","46206","","Epicyon haydeni","","species","44847","Clarendonian","","13.6","10.3","Wang et al.","1999","3558","Chordata","Mammalia","Carnivora","Canidae","Epicyon","","","","","-100.800003","42.799999","","Hans Johnson Quarry","","","US","Nebraska","Cherry","based on political unit","1","small collection","","gp_mid","-95.57","45.50","101","US","","Ash Hollow","","Merritt Dam","","","ValAH","6","","bottom to top","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","some genera","","","","","","167 F:AM specimens: Skinner and Johnson 1984","terrestrial","","actively mobile","ground dwelling","","carnivore, omnivore","viviparous","","","phosphatic","","","","Epicyon","Ash Hollow","","Merritt Dam","Serravallian","-","Serravallian","Serravallian","Serravallian","X. Wang, R. H. Tedford, and B. E. Taylor. 1999. Phylogenetic systematics of the Borophaginae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 243:1-392","2002-05-15 00:00:00","2002-05-15 02:00:00"
"185636","occ","5790","","18214","Merychyus major","species","48234","recombined as","Ustatochoerus major","","species","48234","Clarendonian","","13.6","10.3","Alroy","2002","6294","Chordata","Mammalia","Artiodactyla","Merycoidodontidae","Ustatochoerus","","","","","-100.800003","42.799999","","Hans Johnson Quarry","","","US","Nebraska","Cherry","based on political unit","1","small collection","","gp_mid","-95.57","45.50","101","US","","Ash Hollow","","Merritt Dam","","","ValAH","6","","bottom to top","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","some genera","","","","","","167 F:AM specimens: Skinner and Johnson 1984","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","","phosphatic","","","","Ustatochoerus","Ash Hollow","","Merritt Dam","Serravallian","-","Serravallian","Serravallian","Serravallian","J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.","2002-06-03 00:35:30","2002-06-03 02:35:30"
"185638","occ","","","18214","Pseudoceras skinneri","species","51163","","Pseudoceras skinneri","","species","51163","Clarendonian","","13.6","10.3","Frick","1937","6222","Chordata","Mammalia","Artiodactyla","Gelocidae","Pseudoceras","","","","","-100.800003","42.799999","also includes ""P. potteri"" type of Frick 1937","Hans Johnson Quarry","","","US","Nebraska","Cherry","based on political unit","1","small collection","","gp_mid","-95.57","45.50","101","US","","Ash Hollow","","Merritt Dam","","","ValAH","6","","bottom to top","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","some genera","","","","","","167 F:AM specimens: Skinner and Johnson 1984","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","","phosphatic","","","","Pseudoceras","Ash Hollow","","Merritt Dam","Serravallian","-","Serravallian","Serravallian","Serravallian","C. Frick. 1937. Horned ruminants of North America. Bulletin of the American Museum of Natural History 69:1-669","2002-05-15 00:00:00","2002-05-15 02:00:00"
"185639","occ","5791","","18214","Cranioceras unicornis","species","45344","","Cranioceras unicornis","","species","45344","Clarendonian","","13.6","10.3","Alroy","2002","6294","Chordata","Mammalia","Artiodactyla","Palaeomerycidae","Cranioceras","","","","","-100.800003","42.799999","","Hans Johnson Quarry","","","US","Nebraska","Cherry","based on political unit","1","small collection","","gp_mid","-95.57","45.50","101","US","","Ash Hollow","","Merritt Dam","","","ValAH","6","","bottom to top","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","some genera","","","","","","167 F:AM specimens: Skinner and Johnson 1984","terrestrial","","actively mobile","","","browser","viviparous","","","phosphatic","","","","Cranioceras","Ash Hollow","","Merritt Dam","Serravallian","-","Serravallian","Serravallian","Serravallian","J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.","2002-06-03 00:35:30","2002-06-03 02:35:30"
"185640","occ","","","18214","Calippus cerasinus","species","361553","","Calippus cerasinus","","species","44768","Clarendonian","","13.6","10.3","Hulbert","1989","1952","Chordata","Mammalia","Perissodactyla","Equidae","Calippus","","","","","-100.800003","42.799999","pers. commun.","Hans Johnson Quarry","","","US","Nebraska","Cherry","based on political unit","1","small collection","","gp_mid","-95.57","45.50","101","US","","Ash Hollow","","Merritt Dam","","","ValAH","6","","bottom to top","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","some genera","","","","","","167 F:AM specimens: Skinner and Johnson 1984","terrestrial","","actively mobile","","","grazer","viviparous","","","phosphatic","","","","Calippus","Ash Hollow","","Merritt Dam","Serravallian","-","Serravallian","Serravallian","Serravallian","R. C. Hulbert, Jr. 1989. Phylogenetic Interrelationships and Evolution of North American Late Equidae.  In D. R. Prothero and R. M. Schoch (eds.), The Evolution of Perissodactyls. Oxford University Press, USA.","2002-05-15 00:00:00","2002-05-15 02:00:00"
"185642","occ","","","18214","Hippotherium occidentale","species","47042","recombined as","Cormohipparion occidentale","","species","46995","Clarendonian","","13.6","10.3","MacFadden","1984","6244","Chordata","Mammalia","Perissodactyla","Equidae","Cormohipparion","","","","","-100.800003","42.799999","confirmed by Woodburne 1996a","Hans Johnson Quarry","","","US","Nebraska","Cherry","based on political unit","1","small collection","","gp_mid","-95.57","45.50","101","US","","Ash Hollow","","Merritt Dam","","","ValAH","6","","bottom to top","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","some genera","","","","","","167 F:AM specimens: Skinner and Johnson 1984","terrestrial","","actively mobile","","","grazer, browser","viviparous","","","phosphatic","","","","Cormohipparion","Ash Hollow","","Merritt Dam","Serravallian","-","Serravallian","Serravallian","Serravallian","B. J. MacFadden. 1984. Systematics and phylogeny of Hipparion, Neohipparion, Nannippus, and Cormohipparion (Mammalia, Equidae) from the Miocene and Pliocene of the New World. Bulletin of the American Museum of Natural History 179(1):1-195","2002-05-15 00:00:00","2002-05-15 02:00:00"
"185643","occ","","","18214","Neohipparion trampasense","species","49061","","Neohipparion trampasense","","species","47015","Clarendonian","","13.6","10.3","Hulbert","1987","3850","Chordata","Mammalia","Perissodactyla","Equidae","Neohipparion","","","","","-100.800003","42.799999","","Hans Johnson Quarry","","","US","Nebraska","Cherry","based on political unit","1","small collection","","gp_mid","-95.57","45.50","101","US","","Ash Hollow","","Merritt Dam","","","ValAH","6","","bottom to top","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","some genera","","","","","","167 F:AM specimens: Skinner and Johnson 1984","terrestrial","","actively mobile","","","grazer","viviparous","","","phosphatic","","","","Neohipparion","Ash Hollow","","Merritt Dam","Serravallian","-","Serravallian","Serravallian","Serravallian","R. C. Hulbert, Jr. 1987. Late Neogene Neohipparion (Mammalia, Equidae) from the Gulf Coastal Plain of Florida and Texas. Journal of Paleontology 61(4):809-830","2002-05-15 00:00:00","2002-05-15 02:00:00"
"185644","occ","","","18214","Pseudhipparion skinneri","species","51156","","Pseudhipparion skinneri","","species","51156","Clarendonian","","13.6","10.3","Hulbert","1989","1952","Chordata","Mammalia","Perissodactyla","Equidae","Pseudhipparion","","","","","-100.800003","42.799999","pers. commun.","Hans Johnson Quarry","","","US","Nebraska","Cherry","based on political unit","1","small collection","","gp_mid","-95.57","45.50","101","US","","Ash Hollow","","Merritt Dam","","","ValAH","6","","bottom to top","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","some genera","","","","","","167 F:AM specimens: Skinner and Johnson 1984","terrestrial","","actively mobile","","","grazer","viviparous","","","phosphatic","","","","Pseudhipparion","Ash Hollow","","Merritt Dam","Serravallian","-","Serravallian","Serravallian","Serravallian","R. C. Hulbert, Jr. 1989. Phylogenetic Interrelationships and Evolution of North American Late Equidae.  In D. R. Prothero and R. M. Schoch (eds.), The Evolution of Perissodactyls. Oxford University Press, USA.","2002-05-15 00:00:00","2002-05-15 02:00:00"
"185646","occ","","","18216","Eucastor tortus","species","46358","","Eucastor tortus","","species","44958","Barstovian","","15.97","13.6","Skinner","1968","3173","Chordata","Mammalia","Rodentia","Castoridae","Eucastor","","","","","-100.000000","42.700001","","Jones Canyon","","","US","Nebraska","Brown","based on political unit","1","","Dutch Creek","gp_mid","-93.24","45.91","101","US","","Valentine","Ogallala","Crookston Bridge","bed","","ValAH","2","","bottom to top","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","","","","","","","","","","terrestrial","","actively mobile","amphibious","","browser","viviparous","","","phosphatic","","","","Eucastor","Valentine","Ogallala","Crookston Bridge","Langhian","-","Langhian","Langhian, Serravallian","Langhian, Serravallian","M. F. Skinner. 1968. A Pliocene chalicothere from Nebraska, and the distribution of chalicotheres in the late Tertiary of North America. American Museum Novitates 2346:1-24","2002-05-15 00:00:00","2002-05-15 02:00:00"
"185651","occ","","","18216","Pseudhipparion retrusum","species","51154","","Pseudhipparion retrusum","","species","47050","Barstovian","","15.97","13.6","Skinner","1968","3173","Chordata","Mammalia","Perissodactyla","Equidae","Pseudhipparion","","","","","-100.000000","42.700001","","Jones Canyon","","","US","Nebraska","Brown","based on political unit","1","","Dutch Creek","gp_mid","-93.24","45.91","101","US","","Valentine","Ogallala","Crookston Bridge","bed","","ValAH","2","","bottom to top","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","","","","","","","","","","terrestrial","","actively mobile","","","grazer","viviparous","","","phosphatic","","","","Pseudhipparion","Valentine","Ogallala","Crookston Bridge","Langhian","-","Langhian","Langhian, Serravallian","Langhian, Serravallian","M. F. Skinner. 1968. A Pliocene chalicothere from Nebraska, and the distribution of chalicotheres in the late Tertiary of North America. American Museum Novitates 2346:1-24","2002-05-15 00:00:00","2002-05-15 02:00:00"
"185653","occ","5794","","18216","Merychyus medius","species","48235","recombined as","Ustatochoerus medius","","species","48235","Barstovian","","15.97","13.6","Schultz and Falkenbach","1941","3063","Chordata","Mammalia","Artiodactyla","Merycoidodontidae","Ustatochoerus","","","","","-100.000000","42.700001","","Jones Canyon","","","US","Nebraska","Brown","based on political unit","1","","Dutch Creek","gp_mid","-93.24","45.91","101","US","","Valentine","Ogallala","Crookston Bridge","bed","","ValAH","2","","bottom to top","","","","","","","not reported","","","","","","","","","","terrestrial indet.","","","macrofossils","","","","","","","","body","","","","","","","","","","","","","taxonomic","","","","","","","","","","terrestrial","","actively mobile","ground dwelling","","herbivore","viviparous","","","phosphatic","","","","Ustatochoerus","Valentine","Ogallala","Crookston Bridge","Langhian","-","Langhian","Langhian, Serravallian","Langhian, Serravallian","C. B. Schultz and C. H. Falkenbach. 1941. Ticholeptinae, a new subfamily of oreodonts. Bulletin of the American Museum of Natural History 79(1):1-105","2002-06-03 00:35:30","2002-06-03 02:35:30"
"185657","occ","","","18217","Cynarctus voorhiesi","species","45449","","Cynarctus voorhiesi","","species","45449","Clarendonian","","13.6","10.3","Wang et al.","1999","3558","Chordata","Mammalia","Carnivora","Canidae","Cynarctus","","","","","-100.000000","42.700001","","June Quarry","","","US","Nebraska","Brown","based on political unit","1","small collection","","gp_mid","-94.74","45.36","101","US","","Valentine","","Burge","","","ValAH","4","","bottom to top","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","some genera","","","","","","793 F:AM specimens and ""Small collections in USNM and UNSM"": Skinner and Johnson 1984","terrestrial","","actively mobile","ground dwelling","","carnivore, omnivore","viviparous","","","phosphatic","","","","Cynarctus","Valentine","","Burge","Serravallian","-","Serravallian","Serravallian","Serravallian","X. Wang, R. H. Tedford, and B. E. Taylor. 1999. Phylogenetic systematics of the Borophaginae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 243:1-392","2002-05-15 00:00:00","2009-12-28 10:40:39"
"185658","occ","","","18217","Aelurodon stirtoni","species","43777","","Aelurodon stirtoni","","species","51830","Clarendonian","","13.6","10.3","Wang et al.","1999","3558","Chordata","Mammalia","Carnivora","Canidae","Aelurodon","","","","","-100.000000","42.700001","UNSM","June Quarry","","","US","Nebraska","Brown","based on political unit","1","small collection","","gp_mid","-94.74","45.36","101","US","","Valentine","","Burge","","","ValAH","4","","bottom to top","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","some genera","","","","","","793 F:AM specimens and ""Small collections in USNM and UNSM"": Skinner and Johnson 1984","terrestrial","","actively mobile","ground dwelling","","carnivore, omnivore","viviparous","","","phosphatic","","","","Aelurodon","Valentine","","Burge","Serravallian","-","Serravallian","Serravallian","Serravallian","X. Wang, R. H. Tedford, and B. E. Taylor. 1999. Phylogenetic systematics of the Borophaginae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 243:1-392","2002-05-15 00:00:00","2009-12-28 10:40:39"
"185659","occ","","","18217","Aelurodon ferox","species","43762","","Aelurodon ferox","","species","43762","Clarendonian","","13.6","10.3","Wang et al.","1999","3558","Chordata","Mammalia","Carnivora","Canidae","Aelurodon","","","","","-100.000000","42.700001","F:AM","June Quarry","","","US","Nebraska","Brown","based on political unit","1","small collection","","gp_mid","-94.74","45.36","101","US","","Valentine","","Burge","","","ValAH","4","","bottom to top","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","some genera","","","","","","793 F:AM specimens and ""Small collections in USNM and UNSM"": Skinner and Johnson 1984","terrestrial","","actively mobile","ground dwelling","","carnivore, omnivore","viviparous","","","phosphatic","","","","Aelurodon","Valentine","","Burge","Serravallian","-","Serravallian","Serravallian","Serravallian","X. Wang, R. H. Tedford, and B. E. Taylor. 1999. Phylogenetic systematics of the Borophaginae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 243:1-392","2002-05-15 00:00:00","2009-12-28 10:40:39"
"185660","occ","","","18217","Paratomarctus euthos","species","49957","","Paratomarctus euthos","","species","45458","Clarendonian","","13.6","10.3","Wang et al.","1999","3558","Chordata","Mammalia","Carnivora","Canidae","Paratomarctus","","","","","-100.000000","42.700001","F:AM","June Quarry","","","US","Nebraska","Brown","based on political unit","1","small collection","","gp_mid","-94.74","45.36","101","US","","Valentine","","Burge","","","ValAH","4","","bottom to top","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","some genera","","","","","","793 F:AM specimens and ""Small collections in USNM and UNSM"": Skinner and Johnson 1984","terrestrial","","actively mobile","ground dwelling","","carnivore, omnivore","viviparous","","","phosphatic","","","","Paratomarctus","Valentine","","Burge","Serravallian","-","Serravallian","Serravallian","Serravallian","X. Wang, R. H. Tedford, and B. E. Taylor. 1999. Phylogenetic systematics of the Borophaginae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 243:1-392","2002-05-15 00:00:00","2009-12-28 10:40:39"
"185661","occ","","","18217","Carpocyon webbi","species","44936","","Carpocyon webbi","","species","44936","Clarendonian","","13.6","10.3","Wang et al.","1999","3558","Chordata","Mammalia","Carnivora","Canidae","Carpocyon","","","","","-100.000000","42.700001","","June Quarry","","","US","Nebraska","Brown","based on political unit","1","small collection","","gp_mid","-94.74","45.36","101","US","","Valentine","","Burge","","","ValAH","4","","bottom to top","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","some genera","","","","","","793 F:AM specimens and ""Small collections in USNM and UNSM"": Skinner and Johnson 1984","terrestrial","","actively mobile","ground dwelling","","carnivore, omnivore","viviparous","","","phosphatic","","","","Carpocyon","Valentine","","Burge","Serravallian","-","Serravallian","Serravallian","Serravallian","X. Wang, R. H. Tedford, and B. E. Taylor. 1999. Phylogenetic systematics of the Borophaginae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 243:1-392","2002-05-15 00:00:00","2009-12-28 10:40:40"
"185666","occ","","","18217","Cosoryx furcatus","species","45321","","Cosoryx furcatus","","species","45321","Clarendonian","","13.6","10.3","Skinner and Taylor","1967","3176","Chordata","Mammalia","Artiodactyla","Antilocapridae","Cosoryx","","","","","-100.000000","42.700001","","June Quarry","","","US","Nebraska","Brown","based on political unit","1","small collection","","gp_mid","-94.74","45.36","101","US","","Valentine","","Burge","","","ValAH","4","","bottom to top","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","some genera","","","","","","793 F:AM specimens and ""Small collections in USNM and UNSM"": Skinner and Johnson 1984","terrestrial","","actively mobile","","","grazer","viviparous","","","phosphatic","","","","Cosoryx","Valentine","","Burge","Serravallian","-","Serravallian","Serravallian","Serravallian","M. F. Skinner and B. E. Taylor. 1967. A revision of the geology and paleontology of the Bijou Hills, South Dakota. American Museum Novitates 2300:1-53","2002-05-15 00:00:00","2009-12-28 10:40:40"
"185667","occ","","","18217","Calippus regulus","species","44778","","Calippus regulus","","species","44778","Clarendonian","","13.6","10.3","Hulbert","1989","1952","Chordata","Mammalia","Perissodactyla","Equidae","Calippus","","","","","-100.000000","42.700001","pers. commun.; also UNSM specimen, i.d. checked by JA","June Quarry","","","US","Nebraska","Brown","based on political unit","1","small collection","","gp_mid","-94.74","45.36","101","US","","Valentine","","Burge","","","ValAH","4","","bottom to top","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","some genera","","","","","","793 F:AM specimens and ""Small collections in USNM and UNSM"": Skinner and Johnson 1984","terrestrial","","actively mobile","","","grazer","viviparous","","","phosphatic","","","","Calippus","Valentine","","Burge","Serravallian","-","Serravallian","Serravallian","Serravallian","R. C. Hulbert, Jr. 1989. Phylogenetic Interrelationships and Evolution of North American Late Equidae.  In D. R. Prothero and R. M. Schoch (eds.), The Evolution of Perissodactyls. Oxford University Press, USA.","2002-05-15 00:00:00","2009-12-28 10:40:40"
"185668","occ","","","18217","Protohippus supremus","species","51037","","Protohippus supremus","","species","51037","Clarendonian","","13.6","10.3","Alroy","2002","6294","Chordata","Mammalia","Perissodactyla","Equidae","Protohippus","","","","","-100.000000","42.700001","JA pers. obs.: USNM specimen, matches figures, measurements, and diagnosis in Hulbert 1988a","June Quarry","","","US","Nebraska","Brown","based on political unit","1","small collection","","gp_mid","-94.74","45.36","101","US","","Valentine","","Burge","","","ValAH","4","","bottom to top","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","some genera","","","","","","793 F:AM specimens and ""Small collections in USNM and UNSM"": Skinner and Johnson 1984","terrestrial","","actively mobile","ground dwelling","","grazer, browser","viviparous","","","phosphatic","","","","Protohippus","Valentine","","Burge","Serravallian","-","Serravallian","Serravallian","Serravallian","J. Alroy. 2002. Synonymies and reidentifications of North American fossil mammals.","2002-05-15 00:00:00","2009-12-28 10:40:40"
"185670","occ","","","18217","Pseudhipparion retrusum","species","51154","","Pseudhipparion retrusum","","species","47050","Clarendonian","","13.6","10.3","Webb and Hulbert","1986","6227","Chordata","Mammalia","Perissodactyla","Equidae","Pseudhipparion","","","","","-100.000000","42.700001","also USNM specimens","June Quarry","","","US","Nebraska","Brown","based on political unit","1","small collection","","gp_mid","-94.74","45.36","101","US","","Valentine","","Burge","","","ValAH","4","","bottom to top","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","some genera","","","","","","793 F:AM specimens and ""Small collections in USNM and UNSM"": Skinner and Johnson 1984","terrestrial","","actively mobile","","","grazer","viviparous","","","phosphatic","","","","Pseudhipparion","Valentine","","Burge","Serravallian","-","Serravallian","Serravallian","Serravallian","S. D. Webb and R. C. Hulbert, Jr. 1986. Systematics and evolution of Pseudhipparion (Mammalia, Equidae) from the late Neogene of the Gulf Coastal Plain and the Great Plains. Contributions to Geology, the University of Wyoming, Special Paper 3:237-272","2002-05-15 00:00:00","2009-12-28 10:40:40"
"185671","occ","","","18217","Teleoceras major","species","52114","","Teleoceras major","","species","52114","Clarendonian","","13.6","10.3","Mead","1999","2546","Chordata","Mammalia","Perissodactyla","Rhinocerotidae","Teleoceras","","","","","-100.000000","42.700001","","June Quarry","","","US","Nebraska","Brown","based on political unit","1","small collection","","gp_mid","-94.74","45.36","101","US","","Valentine","","Burge","","","ValAH","4","","bottom to top","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","","","","some genera","","","","","","793 F:AM specimens and ""Small collections in USNM and UNSM"": Skinner and Johnson 1984","terrestrial","","actively mobile","amphibious","","grazer","viviparous","","","phosphatic","","","","Teleoceras","Valentine","","Burge","Serravallian","-","Serravallian","Serravallian","Serravallian","A. J. Mead. 1999. Enamel hypoplasia in Miocene rhinoceroses (Teleoceras) from Nebraska; evidence of severe physiological stress. Journal of Vertebrate Paleontology 19(2):391-397","2002-05-15 00:00:00","2009-12-28 10:40:40"
"185673","occ","","","18218","Cynarctus crucidens","species","45442","","Cynarctus crucidens","","species","45442","Clarendonian","","13.6","10.3","Wang et al.","1999","3558","Chordata","Mammalia","Carnivora","Canidae","Cynarctus","","","","","-100.800003","42.799999","","Kat Quarry","","","US","Nebraska","Cherry","based on political unit","1","small collection","","gp_mid","-95.57","45.50","101","US","","Ash Hollow","","Merritt Dam","","","ValAH","6","","bottom to top","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","","","some genera","","","","","","""Kat Quarry Channel"" specimens are from the general collecting area, exact quarry not recorded: Frick 1937 p. 85; however, all ""Kat Quarry Channel"" specimens from 1931 must come from this quarry based on dates of discovery of other quarries in the channel system<br>number of specimens not clear: see Skinner and Johnson 1984","terrestrial","","actively mobile","ground dwelling","","carnivore, omnivore","viviparous","","","phosphatic","","","","Cynarctus","Ash Hollow","","Merritt Dam","Serravallian","-","Serravallian","Serravallian","Serravallian","X. Wang, R. H. Tedford, and B. E. Taylor. 1999. Phylogenetic systematics of the Borophaginae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 243:1-392","2002-05-15 00:00:00","2002-05-15 02:00:00"
"185674","occ","","","18218","Aelurodon taxoides","species","43778","","Aelurodon taxoides","","species","43778","Clarendonian","","13.6","10.3","Wang et al.","1999","3558","Chordata","Mammalia","Carnivora","Canidae","Aelurodon","","","","","-100.800003","42.799999","also Kat Quarry Channel","Kat Quarry","","","US","Nebraska","Cherry","based on political unit","1","small collection","","gp_mid","-95.57","45.50","101","US","","Ash Hollow","","Merritt Dam","","","ValAH","6","","bottom to top","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","","","some genera","","","","","","""Kat Quarry Channel"" specimens are from the general collecting area, exact quarry not recorded: Frick 1937 p. 85; however, all ""Kat Quarry Channel"" specimens from 1931 must come from this quarry based on dates of discovery of other quarries in the channel system<br>number of specimens not clear: see Skinner and Johnson 1984","terrestrial","","actively mobile","ground dwelling","","carnivore, omnivore","viviparous","","","phosphatic","","","","Aelurodon","Ash Hollow","","Merritt Dam","Serravallian","-","Serravallian","Serravallian","Serravallian","X. Wang, R. H. Tedford, and B. E. Taylor. 1999. Phylogenetic systematics of the Borophaginae (Carnivora: Canidae). Bulletin of the American Museum of Natural History 243:1-392","2002-05-15 00:00:00","2002-05-15 02:00:00"
"185675","occ","","","18218","Epicyon haydeni","species","46206","","Epicyon haydeni","","species","44847","Clarendonian","","13.6","10.3","Baskin","1998","1032","Chordata","Mammalia","Carnivora","Canidae","Epicyon","","","","","-100.800003","42.799999","confirmed by Wang et al. 1999","Kat Quarry","","","US","Nebraska","Cherry","based on political unit","1","small collection","","gp_mid","-95.57","45.50","101","US","","Ash Hollow","","Merritt Dam","","","ValAH","6","","bottom to top","","","","","","","","","","","","","","","","","terrestrial indet.","","","","","","","","","","","body","","","","","","","","","","","","","biostratigraphic","","","some genera","","","","","","""Kat Quarry Channel"" specimens are from the general collecting area, exact quarry not recorded: Frick 1937 p. 85; however, all ""Kat Quarry Channel"" specimens from 1931 must come from this quarry based on dates of discovery of other quarries in the channel system<br>number of specimens not clear: see Skinner and Johnson 1984","terrestrial","","actively mobile","ground dwelling","","carnivore, omnivore","viviparous","","","phosphatic","","","","Epicyon","Ash Hollow","","Merritt Dam","Serravallian","-","Serravallian","Serravallian","Serravallian","J. A. Baskin. 1998. Evolutionary trends in the late Miocene hyena-like dog Epicyon (Carnivora, Canidae). National Science Museum Monographs 14:191-214","2002-05-15 00:00:00","2002-05-15 02:00:00"
